family,case_id,task,method,accepted,true_legal_certificate,unsafe_false_certificate,missed_true_sfc,geometric_feasible,oracle_sfc_feasible,quality,num_contacts,num_true_allowed,num_observed_allowed,density,allowed_sparsity,trap_strength,friction_band,facets,role_error_rate,confidence_mode,risk_threshold,topk_budget,control,condition,seed
G,G_00001,knife_pass,geometric_fc,1,0,1,0,1,0,0.04368932,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724025
G,G_00001,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724025
G,G_00001,knife_pass,semantic_only,1,0,1,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724025
G,G_00001,knife_pass,posthoc_single,0,0,0,0,1,0,0.04368932,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724025
G,G_00001,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04368932,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724025
G,G_00001,knife_pass,observed_sfc,1,0,1,0,1,0,0.07926614,9,3,4,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724025
G,G_00001,knife_pass,risk_aware_sfc,1,0,1,0,1,0,0.07926614,9,3,4,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724025
G,G_00001,knife_pass,abstaining_sfc,1,0,1,0,1,0,0.07926614,9,3,4,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724025
G,G_00002,knife_pass,geometric_fc,1,0,1,0,1,0,0.04515816,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724026
G,G_00002,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724026
G,G_00002,knife_pass,semantic_only,1,0,1,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724026
G,G_00002,knife_pass,posthoc_single,0,0,0,0,1,0,0.04515816,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724026
G,G_00002,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04515816,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724026
G,G_00002,knife_pass,observed_sfc,1,0,1,0,1,0,0.05304871,9,3,4,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724026
G,G_00002,knife_pass,risk_aware_sfc,1,0,1,0,1,0,0.05304871,9,3,4,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724026
G,G_00002,knife_pass,abstaining_sfc,1,0,1,0,1,0,0.05304871,9,3,4,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724026
G,G_00003,knife_pass,geometric_fc,1,0,1,0,1,0,0.04625048,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724027
G,G_00003,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724027
G,G_00003,knife_pass,semantic_only,1,0,1,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724027
G,G_00003,knife_pass,posthoc_single,0,0,0,0,1,0,0.04625048,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724027
G,G_00003,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04625048,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724027
G,G_00003,knife_pass,observed_sfc,1,0,1,0,1,0,0.05022478,9,3,4,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724027
G,G_00003,knife_pass,risk_aware_sfc,1,0,1,0,1,0,0.05022478,9,3,4,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724027
G,G_00003,knife_pass,abstaining_sfc,1,0,1,0,1,0,0.05022478,9,3,4,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724027
G,G_00004,knife_pass,geometric_fc,1,0,1,0,1,0,0.04679151,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724028
G,G_00004,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724028
G,G_00004,knife_pass,semantic_only,1,0,1,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724028
G,G_00004,knife_pass,posthoc_single,0,0,0,0,1,0,0.04679151,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724028
G,G_00004,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04679151,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724028
G,G_00004,knife_pass,observed_sfc,0,0,0,0,1,0,0.0,9,3,3,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724028
G,G_00004,knife_pass,risk_aware_sfc,0,0,0,0,1,0,0.0,9,3,3,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724028
G,G_00004,knife_pass,abstaining_sfc,0,0,0,0,1,0,0.0,9,3,3,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724028
G,G_00005,knife_pass,geometric_fc,1,0,1,0,1,0,0.04691873,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724029
G,G_00005,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724029
G,G_00005,knife_pass,semantic_only,1,0,1,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724029
G,G_00005,knife_pass,posthoc_single,0,0,0,0,1,0,0.04691873,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724029
G,G_00005,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04691873,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724029
G,G_00005,knife_pass,observed_sfc,0,0,0,0,1,0,0.0,9,3,3,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724029
G,G_00005,knife_pass,risk_aware_sfc,0,0,0,0,1,0,0.0,9,3,3,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724029
G,G_00005,knife_pass,abstaining_sfc,0,0,0,0,1,0,0.0,9,3,3,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724029
G,G_00006,knife_pass,geometric_fc,1,0,1,0,1,0,0.04603721,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724030
G,G_00006,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724030
G,G_00006,knife_pass,semantic_only,1,0,1,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724030
G,G_00006,knife_pass,posthoc_single,0,0,0,0,1,0,0.04603721,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724030
G,G_00006,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04603721,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724030
G,G_00006,knife_pass,observed_sfc,1,0,1,0,1,0,0.05665463,9,3,4,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724030
G,G_00006,knife_pass,risk_aware_sfc,1,0,1,0,1,0,0.05665463,9,3,4,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724030
G,G_00006,knife_pass,abstaining_sfc,1,0,1,0,1,0,0.05665463,9,3,4,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724030
G,G_00007,knife_pass,geometric_fc,1,0,1,0,1,0,0.04497063,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724031
G,G_00007,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724031
G,G_00007,knife_pass,semantic_only,1,0,1,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724031
G,G_00007,knife_pass,posthoc_single,0,0,0,0,1,0,0.04497063,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724031
G,G_00007,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04497063,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724031
G,G_00007,knife_pass,observed_sfc,0,0,0,0,1,0,0.0,9,3,2,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724031
G,G_00007,knife_pass,risk_aware_sfc,0,0,0,0,1,0,0.0,9,3,2,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724031
G,G_00007,knife_pass,abstaining_sfc,0,0,0,0,1,0,0.0,9,3,2,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724031
G,G_00008,knife_pass,geometric_fc,1,0,1,0,1,0,0.04409417,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724032
G,G_00008,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724032
G,G_00008,knife_pass,semantic_only,1,0,1,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724032
G,G_00008,knife_pass,posthoc_single,0,0,0,0,1,0,0.04409417,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724032
G,G_00008,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04409417,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724032
G,G_00008,knife_pass,observed_sfc,1,0,1,0,1,0,0.08572006,9,3,5,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724032
G,G_00008,knife_pass,risk_aware_sfc,1,0,1,0,1,0,0.08572006,9,3,5,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724032
G,G_00008,knife_pass,abstaining_sfc,1,0,1,0,1,0,0.08572006,9,3,5,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724032
G,G_00009,knife_pass,geometric_fc,1,0,1,0,1,0,0.04583427,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724033
G,G_00009,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724033
G,G_00009,knife_pass,semantic_only,1,0,1,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724033
G,G_00009,knife_pass,posthoc_single,0,0,0,0,1,0,0.04583427,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724033
G,G_00009,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04583427,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724033
G,G_00009,knife_pass,observed_sfc,0,0,0,0,1,0,0.0,9,3,3,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724033
G,G_00009,knife_pass,risk_aware_sfc,0,0,0,0,1,0,0.0,9,3,3,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724033
G,G_00009,knife_pass,abstaining_sfc,0,0,0,0,1,0,0.0,9,3,3,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724033
G,G_00010,knife_pass,geometric_fc,1,0,1,0,1,0,0.0454686,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724034
G,G_00010,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724034
G,G_00010,knife_pass,semantic_only,1,0,1,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724034
G,G_00010,knife_pass,posthoc_single,0,0,0,0,1,0,0.0454686,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724034
G,G_00010,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.0454686,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724034
G,G_00010,knife_pass,observed_sfc,1,0,1,0,1,0,0.10307922,9,3,4,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724034
G,G_00010,knife_pass,risk_aware_sfc,1,0,1,0,1,0,0.10307922,9,3,4,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724034
G,G_00010,knife_pass,abstaining_sfc,1,0,1,0,1,0,0.10307922,9,3,4,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724034
G,G_00011,knife_pass,geometric_fc,1,0,1,0,1,0,0.04558931,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724035
G,G_00011,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724035
G,G_00011,knife_pass,semantic_only,1,0,1,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724035
G,G_00011,knife_pass,posthoc_single,0,0,0,0,1,0,0.04558931,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724035
G,G_00011,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04558931,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724035
G,G_00011,knife_pass,observed_sfc,0,0,0,0,1,0,0.0,9,3,3,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724035
G,G_00011,knife_pass,risk_aware_sfc,0,0,0,0,1,0,0.0,9,3,3,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724035
G,G_00011,knife_pass,abstaining_sfc,0,0,0,0,1,0,0.0,9,3,3,medium,high,0.75,medium,2,0.2,overconfident,0.7,,,counterexample_audit,724035
G,G_00012,knife_pass,geometric_fc,1,0,1,0,1,0,0.04426294,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724036
G,G_00012,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724036
G,G_00012,knife_pass,semantic_only,1,0,1,0,1,0,0.0,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724036
G,G_00012,knife_pass,posthoc_single,0,0,0,0,1,0,0.04426294,9,3,-1,medium,high,0.75,medium,2,,,,,,counterexample_audit,724036
