family,case_id,task,method,accepted,true_legal_certificate,unsafe_false_certificate,missed_true_sfc,geometric_feasible,oracle_sfc_feasible,quality,num_contacts,num_true_allowed,num_observed_allowed,density,allowed_sparsity,trap_strength,friction_band,facets,role_error_rate,confidence_mode,risk_threshold,topk_budget,control,condition,seed
F,F_00008,knife_pass,oracle_sfc,1,1,0,0,1,1,0.03683111,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624032
F,F_00008,knife_pass,semantic_only,1,1,0,0,1,1,0.0,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624032
F,F_00008,knife_pass,posthoc_single,1,1,0,0,1,1,0.03683111,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624032
F,F_00008,knife_pass,soft_penalty_fc,1,1,0,0,1,1,0.03683111,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624032
F,F_00009,mug_serve,geometric_fc,1,1,0,0,1,1,0.03629645,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624033
F,F_00009,mug_serve,oracle_sfc,1,1,0,0,1,1,0.03629645,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624033
F,F_00009,mug_serve,semantic_only,1,1,0,0,1,1,0.0,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624033
F,F_00009,mug_serve,posthoc_single,1,1,0,0,1,1,0.03629645,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624033
F,F_00009,mug_serve,soft_penalty_fc,1,1,0,0,1,1,0.03629645,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624033
F,F_00010,mug_serve,geometric_fc,1,1,0,0,1,1,0.03724088,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624034
F,F_00010,mug_serve,oracle_sfc,1,1,0,0,1,1,0.03724088,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624034
F,F_00010,mug_serve,semantic_only,1,1,0,0,1,1,0.0,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624034
F,F_00010,mug_serve,posthoc_single,1,1,0,0,1,1,0.03724088,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624034
F,F_00010,mug_serve,soft_penalty_fc,1,1,0,0,1,1,0.03724088,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624034
F,F_00011,mug_serve,geometric_fc,1,1,0,0,1,1,0.03491414,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624035
F,F_00011,mug_serve,oracle_sfc,1,1,0,0,1,1,0.03491414,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624035
F,F_00011,mug_serve,semantic_only,1,1,0,0,1,1,0.0,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624035
F,F_00011,mug_serve,posthoc_single,1,1,0,0,1,1,0.03491414,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624035
F,F_00011,mug_serve,soft_penalty_fc,1,1,0,0,1,1,0.03491414,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624035
F,F_00012,mug_serve,geometric_fc,1,1,0,0,1,1,0.03410165,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624036
F,F_00012,mug_serve,oracle_sfc,1,1,0,0,1,1,0.03410165,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624036
F,F_00012,mug_serve,semantic_only,1,1,0,0,1,1,0.0,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624036
F,F_00012,mug_serve,posthoc_single,1,1,0,0,1,1,0.03410165,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624036
F,F_00012,mug_serve,soft_penalty_fc,1,1,0,0,1,1,0.03410165,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624036
F,F_00013,mug_serve,geometric_fc,1,1,0,0,1,1,0.03476774,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624037
F,F_00013,mug_serve,oracle_sfc,1,1,0,0,1,1,0.03476774,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624037
F,F_00013,mug_serve,semantic_only,1,1,0,0,1,1,0.0,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624037
F,F_00013,mug_serve,posthoc_single,1,1,0,0,1,1,0.03476774,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624037
F,F_00013,mug_serve,soft_penalty_fc,1,1,0,0,1,1,0.03476774,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624037
F,F_00014,mug_serve,geometric_fc,1,1,0,0,1,1,0.03721988,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624038
F,F_00014,mug_serve,oracle_sfc,1,1,0,0,1,1,0.03721988,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624038
F,F_00014,mug_serve,semantic_only,1,1,0,0,1,1,0.0,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624038
F,F_00014,mug_serve,posthoc_single,1,1,0,0,1,1,0.03721988,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624038
F,F_00014,mug_serve,soft_penalty_fc,1,1,0,0,1,1,0.03721988,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624038
F,F_00015,mug_serve,geometric_fc,1,1,0,0,1,1,0.03667163,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624039
F,F_00015,mug_serve,oracle_sfc,1,1,0,0,1,1,0.03667163,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624039
F,F_00015,mug_serve,semantic_only,1,1,0,0,1,1,0.0,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624039
F,F_00015,mug_serve,posthoc_single,1,1,0,0,1,1,0.03667163,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624039
F,F_00015,mug_serve,soft_penalty_fc,1,1,0,0,1,1,0.03667163,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624039
F,F_00016,mug_serve,geometric_fc,1,1,0,0,1,1,0.03518161,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624040
F,F_00016,mug_serve,oracle_sfc,1,1,0,0,1,1,0.03518161,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624040
F,F_00016,mug_serve,semantic_only,1,1,0,0,1,1,0.0,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624040
F,F_00016,mug_serve,posthoc_single,1,1,0,0,1,1,0.03518161,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624040
F,F_00016,mug_serve,soft_penalty_fc,1,1,0,0,1,1,0.03518161,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624040
F,F_00017,phone_pick,geometric_fc,1,1,0,0,1,1,0.03601204,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624041
F,F_00017,phone_pick,oracle_sfc,1,1,0,0,1,1,0.03601204,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624041
F,F_00017,phone_pick,semantic_only,1,1,0,0,1,1,0.0,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624041
F,F_00017,phone_pick,posthoc_single,1,1,0,0,1,1,0.03601204,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624041
F,F_00017,phone_pick,soft_penalty_fc,1,1,0,0,1,1,0.03601204,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624041
F,F_00018,phone_pick,geometric_fc,1,1,0,0,1,1,0.0369909,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624042
F,F_00018,phone_pick,oracle_sfc,1,1,0,0,1,1,0.0369909,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624042
F,F_00018,phone_pick,semantic_only,1,1,0,0,1,1,0.0,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624042
F,F_00018,phone_pick,posthoc_single,1,1,0,0,1,1,0.0369909,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624042
F,F_00018,phone_pick,soft_penalty_fc,1,1,0,0,1,1,0.0369909,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624042
F,F_00019,phone_pick,geometric_fc,1,1,0,0,1,1,0.03745106,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624043
F,F_00019,phone_pick,oracle_sfc,1,1,0,0,1,1,0.03745106,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624043
F,F_00019,phone_pick,semantic_only,1,1,0,0,1,1,0.0,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624043
F,F_00019,phone_pick,posthoc_single,1,1,0,0,1,1,0.03745106,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624043
F,F_00019,phone_pick,soft_penalty_fc,1,1,0,0,1,1,0.03745106,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624043
F,F_00020,phone_pick,geometric_fc,1,1,0,0,1,1,0.03719912,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624044
F,F_00020,phone_pick,oracle_sfc,1,1,0,0,1,1,0.03719912,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624044
F,F_00020,phone_pick,semantic_only,1,1,0,0,1,1,0.0,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624044
F,F_00020,phone_pick,posthoc_single,1,1,0,0,1,1,0.03719912,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624044
F,F_00020,phone_pick,soft_penalty_fc,1,1,0,0,1,1,0.03719912,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624044
F,F_00021,phone_pick,geometric_fc,1,1,0,0,1,1,0.03574232,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624045
F,F_00021,phone_pick,oracle_sfc,1,1,0,0,1,1,0.03574232,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624045
F,F_00021,phone_pick,semantic_only,1,1,0,0,1,1,0.0,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624045
F,F_00021,phone_pick,posthoc_single,1,1,0,0,1,1,0.03574232,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624045
F,F_00021,phone_pick,soft_penalty_fc,1,1,0,0,1,1,0.03574232,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624045
F,F_00022,phone_pick,geometric_fc,1,1,0,0,1,1,0.03534291,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624046
F,F_00022,phone_pick,oracle_sfc,1,1,0,0,1,1,0.03534291,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624046
F,F_00022,phone_pick,semantic_only,1,1,0,0,1,1,0.0,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624046
F,F_00022,phone_pick,posthoc_single,1,1,0,0,1,1,0.03534291,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624046
F,F_00022,phone_pick,soft_penalty_fc,1,1,0,0,1,1,0.03534291,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624046
F,F_00023,phone_pick,geometric_fc,1,1,0,0,1,1,0.03545881,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624047
F,F_00023,phone_pick,oracle_sfc,1,1,0,0,1,1,0.03545881,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624047
F,F_00023,phone_pick,semantic_only,1,1,0,0,1,1,0.0,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624047
F,F_00023,phone_pick,posthoc_single,1,1,0,0,1,1,0.03545881,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624047
F,F_00023,phone_pick,soft_penalty_fc,1,1,0,0,1,1,0.03545881,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624047
F,F_00024,phone_pick,geometric_fc,1,1,0,0,1,1,0.03610382,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624048
F,F_00024,phone_pick,oracle_sfc,1,1,0,0,1,1,0.03610382,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624048
F,F_00024,phone_pick,semantic_only,1,1,0,0,1,1,0.0,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624048
F,F_00024,phone_pick,posthoc_single,1,1,0,0,1,1,0.03610382,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624048
F,F_00024,phone_pick,soft_penalty_fc,1,1,0,0,1,1,0.03610382,11,11,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624048
F,F_00025,spray_bottle_use,geometric_fc,1,1,0,0,1,1,0.03292709,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624049
F,F_00025,spray_bottle_use,oracle_sfc,1,1,0,0,1,1,0.03292709,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624049
F,F_00025,spray_bottle_use,semantic_only,1,1,0,0,1,1,0.0,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624049
F,F_00025,spray_bottle_use,posthoc_single,1,1,0,0,1,1,0.03292709,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624049
F,F_00025,spray_bottle_use,soft_penalty_fc,1,1,0,0,1,1,0.03292709,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624049
F,F_00026,spray_bottle_use,geometric_fc,1,1,0,0,1,1,0.03128411,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624050
F,F_00026,spray_bottle_use,oracle_sfc,1,1,0,0,1,1,0.03128411,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624050
F,F_00026,spray_bottle_use,semantic_only,1,1,0,0,1,1,0.0,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624050
F,F_00026,spray_bottle_use,posthoc_single,1,1,0,0,1,1,0.03128411,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624050
F,F_00026,spray_bottle_use,soft_penalty_fc,1,1,0,0,1,1,0.03128411,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624050
F,F_00027,spray_bottle_use,geometric_fc,1,1,0,0,1,1,0.03214061,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624051
F,F_00027,spray_bottle_use,oracle_sfc,1,1,0,0,1,1,0.03214061,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624051
F,F_00027,spray_bottle_use,semantic_only,1,1,0,0,1,1,0.0,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624051
F,F_00027,spray_bottle_use,posthoc_single,1,1,0,0,1,1,0.03214061,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624051
F,F_00027,spray_bottle_use,soft_penalty_fc,1,1,0,0,1,1,0.03214061,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624051
F,F_00028,spray_bottle_use,geometric_fc,1,1,0,0,1,1,0.03249625,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624052
F,F_00028,spray_bottle_use,oracle_sfc,1,1,0,0,1,1,0.03249625,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624052
F,F_00028,spray_bottle_use,semantic_only,1,1,0,0,1,1,0.0,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624052
F,F_00028,spray_bottle_use,posthoc_single,1,1,0,0,1,1,0.03249625,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624052
F,F_00028,spray_bottle_use,soft_penalty_fc,1,1,0,0,1,1,0.03249625,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624052
F,F_00029,spray_bottle_use,geometric_fc,1,1,0,0,1,1,0.03675517,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624053
F,F_00029,spray_bottle_use,oracle_sfc,1,1,0,0,1,1,0.03675517,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624053
F,F_00029,spray_bottle_use,semantic_only,1,1,0,0,1,1,0.0,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624053
F,F_00029,spray_bottle_use,posthoc_single,1,1,0,0,1,1,0.03675517,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624053
F,F_00029,spray_bottle_use,soft_penalty_fc,1,1,0,0,1,1,0.03675517,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624053
F,F_00030,spray_bottle_use,geometric_fc,1,1,0,0,1,1,0.03390071,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624054
F,F_00030,spray_bottle_use,oracle_sfc,1,1,0,0,1,1,0.03390071,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624054
F,F_00030,spray_bottle_use,semantic_only,1,1,0,0,1,1,0.0,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624054
F,F_00030,spray_bottle_use,posthoc_single,1,1,0,0,1,1,0.03390071,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624054
F,F_00030,spray_bottle_use,soft_penalty_fc,1,1,0,0,1,1,0.03390071,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624054
F,F_00031,spray_bottle_use,geometric_fc,1,1,0,0,1,1,0.03388738,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624055
F,F_00031,spray_bottle_use,oracle_sfc,1,1,0,0,1,1,0.03388738,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624055
F,F_00031,spray_bottle_use,semantic_only,1,1,0,0,1,1,0.0,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624055
F,F_00031,spray_bottle_use,posthoc_single,1,1,0,0,1,1,0.03388738,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624055
F,F_00031,spray_bottle_use,soft_penalty_fc,1,1,0,0,1,1,0.03388738,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624055
F,F_00032,spray_bottle_use,geometric_fc,1,1,0,0,1,1,0.03293547,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624056
F,F_00032,spray_bottle_use,oracle_sfc,1,1,0,0,1,1,0.03293547,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624056
F,F_00032,spray_bottle_use,semantic_only,1,1,0,0,1,1,0.0,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624056
F,F_00032,spray_bottle_use,posthoc_single,1,1,0,0,1,1,0.03293547,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624056
F,F_00032,spray_bottle_use,soft_penalty_fc,1,1,0,0,1,1,0.03293547,12,12,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624056
F,F_00033,apple_pick,geometric_fc,1,1,0,0,1,1,0.04331125,10,10,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624057
F,F_00033,apple_pick,oracle_sfc,1,1,0,0,1,1,0.04331125,10,10,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624057
F,F_00033,apple_pick,semantic_only,1,1,0,0,1,1,0.0,10,10,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624057
F,F_00033,apple_pick,posthoc_single,1,1,0,0,1,1,0.04331125,10,10,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624057
F,F_00033,apple_pick,soft_penalty_fc,1,1,0,0,1,1,0.04331125,10,10,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624057
F,F_00034,apple_pick,geometric_fc,1,1,0,0,1,1,0.04380767,10,10,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624058
F,F_00034,apple_pick,oracle_sfc,1,1,0,0,1,1,0.04380767,10,10,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624058
F,F_00034,apple_pick,semantic_only,1,1,0,0,1,1,0.0,10,10,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624058
F,F_00034,apple_pick,posthoc_single,1,1,0,0,1,1,0.04380767,10,10,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624058
F,F_00034,apple_pick,soft_penalty_fc,1,1,0,0,1,1,0.04380767,10,10,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624058
F,F_00035,apple_pick,geometric_fc,1,1,0,0,1,1,0.04830884,10,10,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624059
F,F_00035,apple_pick,oracle_sfc,1,1,0,0,1,1,0.04830884,10,10,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624059
F,F_00035,apple_pick,semantic_only,1,1,0,0,1,1,0.0,10,10,-1,medium,medium,0.55,medium,2,,,,,all_allowed,negative_control,624059
