role_error_rate,confidence_mode,risk_threshold,method,rows,accepted_rate,true_legal_rate,unsafe_rate,missed_true_sfc_rate,geometric_feasible_rate,oracle_sfc_feasible_rate,mean_quality_when_feasible
0.0,overconfident,0.85,observed_sfc,60,0.4,0.4,0.0,0.0,1.0,0.4,0.034516
0.0,overconfident,0.85,risk_aware_sfc,60,0.4,0.4,0.0,0.0,1.0,0.4,0.034516
0.0,underconfident,0.55,abstaining_sfc,60,0.3667,0.3667,0.0,0.0,1.0,0.3667,0.034237
0.0,underconfident,0.55,observed_sfc,60,0.3667,0.3667,0.0,0.0,1.0,0.3667,0.034237
0.0,underconfident,0.55,risk_aware_sfc,60,0.3667,0.3667,0.0,0.0,1.0,0.3667,0.034237
0.0,underconfident,0.7,abstaining_sfc,60,0.0,0.0,0.0,0.3833,1.0,0.3833,0.0
0.0,underconfident,0.7,observed_sfc,60,0.3833,0.3833,0.0,0.0,1.0,0.3833,0.035695
0.0,underconfident,0.7,risk_aware_sfc,60,0.1667,0.1667,0.0,0.2167,1.0,0.3833,0.061992
0.0,underconfident,0.85,abstaining_sfc,60,0.0,0.0,0.0,0.4167,1.0,0.4167,0.0
0.0,underconfident,0.85,observed_sfc,60,0.4167,0.4167,0.0,0.0,1.0,0.4167,0.033347
0.0,underconfident,0.85,risk_aware_sfc,60,0.0,0.0,0.0,0.4167,1.0,0.4167,0.0
0.02,adversarial,0.55,abstaining_sfc,60,0.1667,0.1667,0.0,0.2833,1.0,0.45,0.025806
0.02,adversarial,0.55,observed_sfc,60,0.4833,0.4333,0.05,0.0167,1.0,0.45,0.032998
0.02,adversarial,0.55,risk_aware_sfc,60,0.4667,0.4167,0.05,0.0333,1.0,0.45,0.043987
0.02,adversarial,0.7,abstaining_sfc,60,0.0,0.0,0.0,0.4,1.0,0.4,0.0
0.02,adversarial,0.7,observed_sfc,60,0.45,0.3667,0.0833,0.0333,1.0,0.4,0.036607
0.02,adversarial,0.7,risk_aware_sfc,60,0.15,0.1,0.05,0.3,1.0,0.4,0.06869
0.02,adversarial,0.85,abstaining_sfc,60,0.0,0.0,0.0,0.35,1.0,0.35,0.0
0.02,adversarial,0.85,observed_sfc,60,0.3667,0.3167,0.05,0.0333,1.0,0.35,0.039467
0.02,adversarial,0.85,risk_aware_sfc,60,0.0,0.0,0.0,0.35,1.0,0.35,0.0
0.02,calibrated,0.55,abstaining_sfc,60,0.35,0.35,0.0,0.0333,1.0,0.3833,0.032582
0.02,calibrated,0.55,observed_sfc,60,0.45,0.3667,0.0833,0.0167,1.0,0.3833,0.035274
0.02,calibrated,0.55,risk_aware_sfc,60,0.3833,0.3833,0.0,0.0,1.0,0.3833,0.034839
0.02,calibrated,0.7,abstaining_sfc,60,0.35,0.35,0.0,0.05,1.0,0.4,0.033741
0.02,calibrated,0.7,observed_sfc,60,0.4333,0.4,0.0333,0.0,1.0,0.4,0.033125
0.02,calibrated,0.7,risk_aware_sfc,60,0.4,0.4,0.0,0.0,1.0,0.4,0.032929
0.02,calibrated,0.85,abstaining_sfc,60,0.0,0.0,0.0,0.4167,1.0,0.4167,0.0
0.02,calibrated,0.85,observed_sfc,60,0.4667,0.4,0.0667,0.0167,1.0,0.4167,0.034819
0.02,calibrated,0.85,risk_aware_sfc,60,0.25,0.25,0.0,0.1667,1.0,0.4167,0.047986
0.02,overconfident,0.55,abstaining_sfc,60,0.4,0.35,0.05,0.0,1.0,0.35,0.038501
0.02,overconfident,0.55,observed_sfc,60,0.4,0.35,0.05,0.0,1.0,0.35,0.038501
0.02,overconfident,0.55,risk_aware_sfc,60,0.4,0.35,0.05,0.0,1.0,0.35,0.038501
0.02,overconfident,0.7,abstaining_sfc,60,0.3833,0.3,0.0833,0.05,1.0,0.35,0.039293
0.02,overconfident,0.7,observed_sfc,60,0.3833,0.3,0.0833,0.05,1.0,0.35,0.039293
0.02,overconfident,0.7,risk_aware_sfc,60,0.3833,0.3,0.0833,0.05,1.0,0.35,0.039293
0.02,overconfident,0.85,abstaining_sfc,60,0.3833,0.3667,0.0167,0.0167,1.0,0.3833,0.037586
0.02,overconfident,0.85,observed_sfc,60,0.3833,0.3667,0.0167,0.0167,1.0,0.3833,0.037586
0.02,overconfident,0.85,risk_aware_sfc,60,0.3833,0.3667,0.0167,0.0167,1.0,0.3833,0.037586
0.02,underconfident,0.55,abstaining_sfc,60,0.35,0.3333,0.0167,0.0333,1.0,0.3667,0.037971
0.02,underconfident,0.55,observed_sfc,60,0.3833,0.3333,0.05,0.0333,1.0,0.3667,0.038492
0.02,underconfident,0.55,risk_aware_sfc,60,0.3667,0.35,0.0167,0.0167,1.0,0.3667,0.037732
0.02,underconfident,0.7,abstaining_sfc,60,0.0,0.0,0.0,0.3667,1.0,0.3667,0.0
0.02,underconfident,0.7,observed_sfc,60,0.4333,0.35,0.0833,0.0167,1.0,0.3667,0.039072
0.02,underconfident,0.7,risk_aware_sfc,60,0.2,0.1833,0.0167,0.1833,1.0,0.3667,0.064345
0.02,underconfident,0.85,abstaining_sfc,60,0.0,0.0,0.0,0.3667,1.0,0.3667,0.0
0.02,underconfident,0.85,observed_sfc,60,0.4333,0.3667,0.0667,0.0,1.0,0.3667,0.036411
0.02,underconfident,0.85,risk_aware_sfc,60,0.0,0.0,0.0,0.3667,1.0,0.3667,0.0
0.05,adversarial,0.55,abstaining_sfc,60,0.1,0.0833,0.0167,0.2833,1.0,0.3667,0.045108
0.05,adversarial,0.55,observed_sfc,60,0.4833,0.3333,0.15,0.0333,1.0,0.3667,0.038416
0.05,adversarial,0.55,risk_aware_sfc,60,0.4833,0.3333,0.15,0.0333,1.0,0.3667,0.048914
0.05,adversarial,0.7,abstaining_sfc,60,0.0,0.0,0.0,0.3667,1.0,0.3667,0.0
0.05,adversarial,0.7,observed_sfc,60,0.4333,0.35,0.0833,0.0167,1.0,0.3667,0.037237
0.05,adversarial,0.7,risk_aware_sfc,60,0.1667,0.0833,0.0833,0.2833,1.0,0.3667,0.088303
0.05,adversarial,0.85,abstaining_sfc,60,0.0,0.0,0.0,0.3667,1.0,0.3667,0.0
0.05,adversarial,0.85,observed_sfc,60,0.4167,0.3333,0.0833,0.0333,1.0,0.3667,0.038417
0.05,adversarial,0.85,risk_aware_sfc,60,0.0167,0.0,0.0167,0.3667,1.0,0.3667,0.24048
0.05,calibrated,0.55,abstaining_sfc,60,0.3,0.3,0.0,0.1333,1.0,0.4333,0.032161
0.05,calibrated,0.55,observed_sfc,60,0.5333,0.35,0.1833,0.0833,1.0,0.4333,0.034529
0.05,calibrated,0.55,risk_aware_sfc,60,0.4333,0.4333,0.0,0.0,1.0,0.4333,0.031099
0.05,calibrated,0.7,abstaining_sfc,60,0.2333,0.2333,0.0,0.1667,1.0,0.4,0.033387
0.05,calibrated,0.7,observed_sfc,60,0.4667,0.3333,0.1333,0.0667,1.0,0.4,0.035714
0.05,calibrated,0.7,risk_aware_sfc,60,0.3667,0.3667,0.0,0.0333,1.0,0.4,0.035299
0.05,calibrated,0.85,abstaining_sfc,60,0.0,0.0,0.0,0.4167,1.0,0.4167,0.0
0.05,calibrated,0.85,observed_sfc,60,0.5333,0.3333,0.2,0.0833,1.0,0.4167,0.039678
0.05,calibrated,0.85,risk_aware_sfc,60,0.1333,0.1333,0.0,0.2833,1.0,0.4167,0.063916
0.05,overconfident,0.55,abstaining_sfc,60,0.4333,0.3167,0.1167,0.05,1.0,0.3667,0.041652
0.05,overconfident,0.55,observed_sfc,60,0.4333,0.3167,0.1167,0.05,1.0,0.3667,0.041652
0.05,overconfident,0.55,risk_aware_sfc,60,0.4333,0.3167,0.1167,0.05,1.0,0.3667,0.041652
0.05,overconfident,0.7,abstaining_sfc,60,0.5,0.3833,0.1167,0.05,1.0,0.4333,0.033674
0.05,overconfident,0.7,observed_sfc,60,0.5,0.3833,0.1167,0.05,1.0,0.4333,0.033674
0.05,overconfident,0.7,risk_aware_sfc,60,0.5,0.3833,0.1167,0.05,1.0,0.4333,0.033674
0.05,overconfident,0.85,abstaining_sfc,60,0.4667,0.35,0.1167,0.05,1.0,0.4,0.035668
0.05,overconfident,0.85,observed_sfc,60,0.5,0.35,0.15,0.05,1.0,0.4,0.035865
0.05,overconfident,0.85,risk_aware_sfc,60,0.4667,0.35,0.1167,0.05,1.0,0.4,0.035668
0.05,underconfident,0.55,abstaining_sfc,60,0.4333,0.3167,0.1167,0.0667,1.0,0.3833,0.039101
0.05,underconfident,0.55,observed_sfc,60,0.4833,0.3167,0.1667,0.0667,1.0,0.3833,0.039194
0.05,underconfident,0.55,risk_aware_sfc,60,0.45,0.3333,0.1167,0.05,1.0,0.3833,0.039433
0.05,underconfident,0.7,abstaining_sfc,60,0.0,0.0,0.0,0.4167,1.0,0.4167,0.0
0.05,underconfident,0.7,observed_sfc,60,0.5833,0.3,0.2833,0.1167,1.0,0.4167,0.035403
0.05,underconfident,0.7,risk_aware_sfc,60,0.15,0.1167,0.0333,0.3,1.0,0.4167,0.084098
0.05,underconfident,0.85,abstaining_sfc,60,0.0,0.0,0.0,0.35,1.0,0.35,0.0
0.05,underconfident,0.85,observed_sfc,60,0.4833,0.3,0.1833,0.05,1.0,0.35,0.039544
0.05,underconfident,0.85,risk_aware_sfc,60,0.0,0.0,0.0,0.35,1.0,0.35,0.0
0.1,adversarial,0.55,abstaining_sfc,60,0.1667,0.1,0.0667,0.2667,1.0,0.3667,0.045745
0.1,adversarial,0.55,observed_sfc,60,0.5833,0.2667,0.3167,0.1,1.0,0.3667,0.041596
0.1,adversarial,0.55,risk_aware_sfc,60,0.5833,0.2667,0.3167,0.1,1.0,0.3667,0.050831
0.1,adversarial,0.7,abstaining_sfc,60,0.0,0.0,0.0,0.3833,1.0,0.3833,0.0
0.1,adversarial,0.7,observed_sfc,60,0.5333,0.2333,0.3,0.15,1.0,0.3833,0.041599
0.1,adversarial,0.7,risk_aware_sfc,60,0.3,0.0667,0.2333,0.3167,1.0,0.3833,0.116022
0.1,adversarial,0.85,abstaining_sfc,60,0.0,0.0,0.0,0.4,1.0,0.4,0.0
0.1,adversarial,0.85,observed_sfc,60,0.6,0.3,0.3,0.1,1.0,0.4,0.038031
0.1,adversarial,0.85,risk_aware_sfc,60,0.0,0.0,0.0,0.4,1.0,0.4,0.0
0.1,calibrated,0.55,abstaining_sfc,60,0.1167,0.1167,0.0,0.2167,1.0,0.3333,0.041724
0.1,calibrated,0.55,observed_sfc,60,0.5167,0.1833,0.3333,0.15,1.0,0.3333,0.044646
0.1,calibrated,0.55,risk_aware_sfc,60,0.3167,0.3167,0.0,0.0167,1.0,0.3333,0.043738
0.1,calibrated,0.7,abstaining_sfc,60,0.2167,0.2167,0.0,0.2167,1.0,0.4333,0.028423
0.1,calibrated,0.7,observed_sfc,60,0.6167,0.3333,0.2833,0.1,1.0,0.4333,0.036644
0.1,calibrated,0.7,risk_aware_sfc,60,0.4333,0.4333,0.0,0.0,1.0,0.4333,0.034871
0.1,calibrated,0.85,abstaining_sfc,60,0.0,0.0,0.0,0.4167,1.0,0.4167,0.0
0.1,calibrated,0.85,observed_sfc,60,0.5667,0.3,0.2667,0.1167,1.0,0.4167,0.036237
0.1,calibrated,0.85,risk_aware_sfc,60,0.2167,0.2167,0.0,0.2,1.0,0.4167,0.076171
0.1,overconfident,0.55,abstaining_sfc,60,0.6167,0.25,0.3667,0.1667,1.0,0.4167,0.042954
0.1,overconfident,0.55,observed_sfc,60,0.6167,0.25,0.3667,0.1667,1.0,0.4167,0.042954
0.1,overconfident,0.55,risk_aware_sfc,60,0.6167,0.25,0.3667,0.1667,1.0,0.4167,0.042954
0.1,overconfident,0.7,abstaining_sfc,60,0.4667,0.2667,0.2,0.1,1.0,0.3667,0.042789
0.1,overconfident,0.7,observed_sfc,60,0.4667,0.2667,0.2,0.1,1.0,0.3667,0.042789
0.1,overconfident,0.7,risk_aware_sfc,60,0.4667,0.2667,0.2,0.1,1.0,0.3667,0.042789
0.1,overconfident,0.85,abstaining_sfc,60,0.6667,0.2667,0.4,0.15,1.0,0.4167,0.04051
0.1,overconfident,0.85,observed_sfc,60,0.6667,0.2333,0.4333,0.1833,1.0,0.4167,0.041124
0.1,overconfident,0.85,risk_aware_sfc,60,0.6667,0.2667,0.4,0.15,1.0,0.4167,0.04051
0.1,underconfident,0.55,abstaining_sfc,60,0.4667,0.3167,0.15,0.0833,1.0,0.4,0.037923
0.1,underconfident,0.55,observed_sfc,60,0.6333,0.3333,0.3,0.0667,1.0,0.4,0.037613
0.1,underconfident,0.55,risk_aware_sfc,60,0.55,0.3333,0.2167,0.0667,1.0,0.4,0.038775
0.1,underconfident,0.7,abstaining_sfc,60,0.0167,0.0167,0.0,0.4,1.0,0.4167,0.002
0.1,underconfident,0.7,observed_sfc,60,0.55,0.2333,0.3167,0.1833,1.0,0.4167,0.038959
0.1,underconfident,0.7,risk_aware_sfc,60,0.2333,0.1833,0.05,0.2333,1.0,0.4167,0.06371
0.1,underconfident,0.85,abstaining_sfc,60,0.0,0.0,0.0,0.4,1.0,0.4,0.0
0.1,underconfident,0.85,observed_sfc,60,0.5833,0.3167,0.2667,0.0833,1.0,0.4,0.041774
0.1,underconfident,0.85,risk_aware_sfc,60,0.0,0.0,0.0,0.4,1.0,0.4,0.0
0.2,adversarial,0.55,abstaining_sfc,60,0.25,0.1167,0.1333,0.2833,1.0,0.4,0.046148
0.2,adversarial,0.55,observed_sfc,60,0.75,0.2833,0.4667,0.1167,1.0,0.4,0.046032
0.2,adversarial,0.55,risk_aware_sfc,60,0.7333,0.2667,0.4667,0.1333,1.0,0.4,0.05579
0.2,adversarial,0.7,abstaining_sfc,60,0.0,0.0,0.0,0.3833,1.0,0.3833,0.0
0.2,adversarial,0.7,observed_sfc,60,0.8,0.1,0.7,0.2833,1.0,0.3833,0.047083
0.2,adversarial,0.7,risk_aware_sfc,60,0.6,0.0333,0.5667,0.35,1.0,0.3833,0.096731
0.2,adversarial,0.85,abstaining_sfc,60,0.0,0.0,0.0,0.4167,1.0,0.4167,0.0
0.2,adversarial,0.85,observed_sfc,60,0.7167,0.2167,0.5,0.2,1.0,0.4167,0.043673
0.2,adversarial,0.85,risk_aware_sfc,60,0.2,0.0333,0.1667,0.3833,1.0,0.4167,0.0966
0.2,calibrated,0.55,abstaining_sfc,60,0.1167,0.1167,0.0,0.2667,1.0,0.3833,0.042726
0.2,calibrated,0.55,observed_sfc,60,0.6833,0.1833,0.5,0.2,1.0,0.3833,0.04647
0.2,calibrated,0.55,risk_aware_sfc,60,0.3333,0.3333,0.0,0.05,1.0,0.3833,0.046233
0.2,calibrated,0.7,abstaining_sfc,60,0.1,0.1,0.0,0.3167,1.0,0.4167,0.051496
0.2,calibrated,0.7,observed_sfc,60,0.7333,0.2,0.5333,0.2167,1.0,0.4167,0.045976
0.2,calibrated,0.7,risk_aware_sfc,60,0.3667,0.3667,0.0,0.05,1.0,0.4167,0.042238
0.2,calibrated,0.85,abstaining_sfc,60,0.0,0.0,0.0,0.4,1.0,0.4,0.0
0.2,calibrated,0.85,observed_sfc,60,0.6333,0.2,0.4333,0.2,1.0,0.4,0.046273
0.2,calibrated,0.85,risk_aware_sfc,60,0.1667,0.1667,0.0,0.2333,1.0,0.4,0.121814
0.2,overconfident,0.55,abstaining_sfc,60,0.7,0.2,0.5,0.2333,1.0,0.4333,0.043389
0.2,overconfident,0.55,observed_sfc,60,0.7,0.2,0.5,0.2333,1.0,0.4333,0.043389
0.2,overconfident,0.55,risk_aware_sfc,60,0.7,0.2,0.5,0.2333,1.0,0.4333,0.043389
0.2,overconfident,0.7,abstaining_sfc,60,0.7,0.1833,0.5167,0.2167,1.0,0.4,0.04697
0.2,overconfident,0.7,observed_sfc,60,0.7,0.1833,0.5167,0.2167,1.0,0.4,0.04697
0.2,overconfident,0.7,risk_aware_sfc,60,0.7,0.1833,0.5167,0.2167,1.0,0.4,0.04697
0.2,overconfident,0.85,abstaining_sfc,60,0.7333,0.2167,0.5167,0.15,1.0,0.3667,0.044473
0.2,overconfident,0.85,observed_sfc,60,0.7667,0.2,0.5667,0.1667,1.0,0.3667,0.044237
0.2,overconfident,0.85,risk_aware_sfc,60,0.7333,0.2167,0.5167,0.15,1.0,0.3667,0.044473
0.2,underconfident,0.55,abstaining_sfc,60,0.3833,0.15,0.2333,0.25,1.0,0.4,0.044258
0.2,underconfident,0.55,observed_sfc,60,0.7667,0.1833,0.5833,0.2167,1.0,0.4,0.046265
0.2,underconfident,0.55,risk_aware_sfc,60,0.6333,0.2833,0.35,0.1167,1.0,0.4,0.044739
0.2,underconfident,0.7,abstaining_sfc,60,0.0167,0.0167,0.0,0.4333,1.0,0.45,0.057561
0.2,underconfident,0.7,observed_sfc,60,0.6667,0.15,0.5167,0.3,1.0,0.45,0.044128
0.2,underconfident,0.7,risk_aware_sfc,60,0.1667,0.1333,0.0333,0.3167,1.0,0.45,0.115168
0.2,underconfident,0.85,abstaining_sfc,60,0.0,0.0,0.0,0.3667,1.0,0.3667,0.0
0.2,underconfident,0.85,observed_sfc,60,0.6833,0.1667,0.5167,0.2,1.0,0.3667,0.048135
0.2,underconfident,0.85,risk_aware_sfc,60,0.0,0.0,0.0,0.3667,1.0,0.3667,0.0
0.3,adversarial,0.55,abstaining_sfc,60,0.2667,0.0333,0.2333,0.3333,1.0,0.3667,0.059104
0.3,adversarial,0.55,observed_sfc,60,0.7333,0.1167,0.6167,0.25,1.0,0.3667,0.048449
0.3,adversarial,0.55,risk_aware_sfc,60,0.7,0.0833,0.6167,0.2833,1.0,0.3667,0.059911
0.3,adversarial,0.7,abstaining_sfc,60,0.0167,0.0,0.0167,0.4333,1.0,0.4333,0.060795
0.3,adversarial,0.7,observed_sfc,60,0.8333,0.15,0.6833,0.2833,1.0,0.4333,0.049185
0.3,adversarial,0.7,risk_aware_sfc,60,0.5667,0.0167,0.55,0.4167,1.0,0.4333,0.090852
0.3,adversarial,0.85,abstaining_sfc,60,0.0,0.0,0.0,0.4,1.0,0.4,0.0
0.3,adversarial,0.85,observed_sfc,60,0.7167,0.1333,0.5833,0.2667,1.0,0.4,0.051333
0.3,adversarial,0.85,risk_aware_sfc,60,0.2333,0.0167,0.2167,0.3833,1.0,0.4,0.102758
0.3,calibrated,0.55,abstaining_sfc,60,0.1,0.1,0.0,0.3333,1.0,0.4333,0.033445
0.3,calibrated,0.55,observed_sfc,60,0.8,0.1667,0.6333,0.2667,1.0,0.4333,0.047294
0.3,calibrated,0.55,risk_aware_sfc,60,0.4,0.4,0.0,0.0333,1.0,0.4333,0.043187
0.3,calibrated,0.7,abstaining_sfc,60,0.05,0.05,0.0,0.3667,1.0,0.4167,0.032941
0.3,calibrated,0.7,observed_sfc,60,0.7333,0.1167,0.6167,0.3,1.0,0.4167,0.047913
0.3,calibrated,0.7,risk_aware_sfc,60,0.3333,0.3333,0.0,0.0833,1.0,0.4167,0.049154
0.3,calibrated,0.85,abstaining_sfc,60,0.0,0.0,0.0,0.3667,1.0,0.3667,0.0
0.3,calibrated,0.85,observed_sfc,60,0.7333,0.1,0.6333,0.2667,1.0,0.3667,0.051505
0.3,calibrated,0.85,risk_aware_sfc,60,0.2167,0.2167,0.0,0.15,1.0,0.3667,0.08729
0.3,overconfident,0.55,abstaining_sfc,60,0.7667,0.0667,0.7,0.3167,1.0,0.3833,0.051157
0.3,overconfident,0.55,observed_sfc,60,0.7667,0.0667,0.7,0.3167,1.0,0.3833,0.051157
0.3,overconfident,0.55,risk_aware_sfc,60,0.7667,0.0667,0.7,0.3167,1.0,0.3833,0.051157
0.3,overconfident,0.7,abstaining_sfc,60,0.85,0.0833,0.7667,0.3167,1.0,0.4,0.051928
0.3,overconfident,0.7,observed_sfc,60,0.85,0.0833,0.7667,0.3167,1.0,0.4,0.051928
0.3,overconfident,0.7,risk_aware_sfc,60,0.85,0.0833,0.7667,0.3167,1.0,0.4,0.051928
0.3,overconfident,0.85,abstaining_sfc,60,0.7333,0.2,0.5333,0.2167,1.0,0.4167,0.049761
0.3,overconfident,0.85,observed_sfc,60,0.8,0.1833,0.6167,0.2333,1.0,0.4167,0.050414
0.3,overconfident,0.85,risk_aware_sfc,60,0.7333,0.2,0.5333,0.2167,1.0,0.4167,0.049761
0.3,underconfident,0.55,abstaining_sfc,60,0.2167,0.05,0.1667,0.35,1.0,0.4,0.044346
0.3,underconfident,0.55,observed_sfc,60,0.8333,0.0833,0.75,0.3167,1.0,0.4,0.051312
0.3,underconfident,0.55,risk_aware_sfc,60,0.6167,0.2333,0.3833,0.1667,1.0,0.4,0.052282
0.3,underconfident,0.7,abstaining_sfc,60,0.0,0.0,0.0,0.3667,1.0,0.3667,0.0
0.3,underconfident,0.7,observed_sfc,60,0.8,0.1333,0.6667,0.2333,1.0,0.3667,0.05071
0.3,underconfident,0.7,risk_aware_sfc,60,0.2,0.1167,0.0833,0.25,1.0,0.3667,0.084628
0.3,underconfident,0.85,abstaining_sfc,60,0.0,0.0,0.0,0.3833,1.0,0.3833,0.0
0.3,underconfident,0.85,observed_sfc,60,0.8167,0.1167,0.7,0.2667,1.0,0.3833,0.047598
0.3,underconfident,0.85,risk_aware_sfc,60,0.0,0.0,0.0,0.3833,1.0,0.3833,0.0
0.4,adversarial,0.55,abstaining_sfc,60,0.4833,0.05,0.4333,0.3667,1.0,0.4167,0.056076
0.4,adversarial,0.55,observed_sfc,60,0.8833,0.15,0.7333,0.2667,1.0,0.4167,0.054027
0.4,adversarial,0.55,risk_aware_sfc,60,0.8833,0.15,0.7333,0.2667,1.0,0.4167,0.06007
0.4,adversarial,0.7,abstaining_sfc,60,0.0667,0.0,0.0667,0.4,1.0,0.4,0.097386
0.4,adversarial,0.7,observed_sfc,60,0.8833,0.05,0.8333,0.35,1.0,0.4,0.059762
0.4,adversarial,0.7,risk_aware_sfc,60,0.6333,0.0167,0.6167,0.3833,1.0,0.4,0.081326
0.4,adversarial,0.85,abstaining_sfc,60,0.0,0.0,0.0,0.4333,1.0,0.4333,0.0
0.4,adversarial,0.85,observed_sfc,60,0.9,0.05,0.85,0.3833,1.0,0.4333,0.050924
0.4,adversarial,0.85,risk_aware_sfc,60,0.3833,0.0167,0.3667,0.4167,1.0,0.4333,0.092936
0.4,calibrated,0.55,abstaining_sfc,60,0.0333,0.0333,0.0,0.3167,1.0,0.35,0.017257
0.4,calibrated,0.55,observed_sfc,60,0.8667,0.0833,0.7833,0.2667,1.0,0.35,0.054104
0.4,calibrated,0.55,risk_aware_sfc,60,0.2333,0.2333,0.0,0.1167,1.0,0.35,0.051155
0.4,calibrated,0.7,abstaining_sfc,60,0.0167,0.0167,0.0,0.4,1.0,0.4167,0.075089
0.4,calibrated,0.7,observed_sfc,60,0.8833,0.1167,0.7667,0.3,1.0,0.4167,0.054233
0.4,calibrated,0.7,risk_aware_sfc,60,0.3,0.3,0.0,0.1167,1.0,0.4167,0.04246
0.4,calibrated,0.85,abstaining_sfc,60,0.0,0.0,0.0,0.4167,1.0,0.4167,0.0
0.4,calibrated,0.85,observed_sfc,60,0.8333,0.0833,0.75,0.3333,1.0,0.4167,0.058022
0.4,calibrated,0.85,risk_aware_sfc,60,0.1167,0.1167,0.0,0.3,1.0,0.4167,0.051857
0.4,overconfident,0.55,abstaining_sfc,60,0.85,0.0667,0.7833,0.3333,1.0,0.4,0.056579
0.4,overconfident,0.55,observed_sfc,60,0.85,0.0667,0.7833,0.3333,1.0,0.4,0.056579
0.4,overconfident,0.55,risk_aware_sfc,60,0.85,0.0667,0.7833,0.3333,1.0,0.4,0.056579
0.4,overconfident,0.7,abstaining_sfc,60,0.8167,0.1,0.7167,0.2833,1.0,0.3833,0.053823
0.4,overconfident,0.7,observed_sfc,60,0.8167,0.1,0.7167,0.2833,1.0,0.3833,0.053823
0.4,overconfident,0.7,risk_aware_sfc,60,0.8167,0.1,0.7167,0.2833,1.0,0.3833,0.053823
0.4,overconfident,0.85,abstaining_sfc,60,0.85,0.0833,0.7667,0.35,1.0,0.4333,0.056674
0.4,overconfident,0.85,observed_sfc,60,0.8833,0.0667,0.8167,0.3667,1.0,0.4333,0.054452
0.4,overconfident,0.85,risk_aware_sfc,60,0.85,0.0833,0.7667,0.35,1.0,0.4333,0.056674
0.4,underconfident,0.55,abstaining_sfc,60,0.25,0.0167,0.2333,0.35,1.0,0.3667,0.065785
0.4,underconfident,0.55,observed_sfc,60,0.7833,0.0333,0.75,0.3333,1.0,0.3667,0.059857
