family,case_id,task,method,accepted,true_legal_certificate,unsafe_false_certificate,missed_true_sfc,geometric_feasible,oracle_sfc_feasible,quality,num_contacts,num_true_allowed,num_observed_allowed,density,allowed_sparsity,trap_strength,friction_band,facets,role_error_rate,confidence_mode,risk_threshold,topk_budget,control,condition,seed
A,A_00017,knife_pass,posthoc_single,0,0,0,0,1,0,0.04367068,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124041
A,A_00017,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04367068,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124041
A,A_00018,knife_pass,geometric_fc,1,0,1,0,1,0,0.04631491,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124042
A,A_00018,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124042
A,A_00018,knife_pass,semantic_only,1,0,1,0,1,0,0.0,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124042
A,A_00018,knife_pass,posthoc_single,0,0,0,0,1,0,0.04631491,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124042
A,A_00018,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04631491,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124042
A,A_00019,knife_pass,geometric_fc,1,0,1,0,1,0,0.04877262,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124043
A,A_00019,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124043
A,A_00019,knife_pass,semantic_only,1,0,1,0,1,0,0.0,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124043
A,A_00019,knife_pass,posthoc_single,0,0,0,0,1,0,0.04877262,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124043
A,A_00019,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04877262,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124043
A,A_00020,knife_pass,geometric_fc,1,0,1,0,1,0,0.04553626,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124044
A,A_00020,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124044
A,A_00020,knife_pass,semantic_only,1,0,1,0,1,0,0.0,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124044
A,A_00020,knife_pass,posthoc_single,0,0,0,0,1,0,0.04553626,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124044
A,A_00020,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04553626,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124044
A,A_00021,knife_pass,geometric_fc,1,0,1,0,1,0,0.04820242,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124045
A,A_00021,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124045
A,A_00021,knife_pass,semantic_only,1,0,1,0,1,0,0.0,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124045
A,A_00021,knife_pass,posthoc_single,0,0,0,0,1,0,0.04820242,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124045
A,A_00021,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04820242,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124045
A,A_00022,knife_pass,geometric_fc,1,0,1,0,1,0,0.04754695,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124046
A,A_00022,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124046
A,A_00022,knife_pass,semantic_only,1,0,1,0,1,0,0.0,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124046
A,A_00022,knife_pass,posthoc_single,0,0,0,0,1,0,0.04754695,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124046
A,A_00022,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04754695,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124046
A,A_00023,knife_pass,geometric_fc,1,0,1,0,1,0,0.04621173,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124047
A,A_00023,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124047
A,A_00023,knife_pass,semantic_only,1,0,1,0,1,0,0.0,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124047
A,A_00023,knife_pass,posthoc_single,0,0,0,0,1,0,0.04621173,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124047
A,A_00023,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04621173,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124047
A,A_00024,knife_pass,geometric_fc,1,0,1,0,1,0,0.04778585,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124048
A,A_00024,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124048
A,A_00024,knife_pass,semantic_only,1,0,1,0,1,0,0.0,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124048
A,A_00024,knife_pass,posthoc_single,0,0,0,0,1,0,0.04778585,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124048
A,A_00024,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04778585,10,5,-1,sparse,medium,0.0,medium,2,,,,,,task_geometry,124048
A,A_00025,knife_pass,geometric_fc,1,0,1,1,1,1,0.0437789,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124049
A,A_00025,knife_pass,oracle_sfc,1,1,0,0,1,1,0.01147384,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124049
A,A_00025,knife_pass,semantic_only,1,1,0,0,1,1,0.0,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124049
A,A_00025,knife_pass,posthoc_single,0,0,0,1,1,1,0.0437789,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124049
A,A_00025,knife_pass,soft_penalty_fc,1,0,1,1,1,1,0.0437789,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124049
A,A_00026,knife_pass,geometric_fc,1,0,1,0,1,0,0.04918627,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124050
A,A_00026,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124050
A,A_00026,knife_pass,semantic_only,1,0,1,0,1,0,0.0,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124050
A,A_00026,knife_pass,posthoc_single,0,0,0,0,1,0,0.04918627,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124050
A,A_00026,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04918627,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124050
A,A_00027,knife_pass,geometric_fc,1,0,1,0,1,0,0.04197063,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124051
A,A_00027,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124051
A,A_00027,knife_pass,semantic_only,1,0,1,0,1,0,0.0,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124051
A,A_00027,knife_pass,posthoc_single,0,0,0,0,1,0,0.04197063,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124051
A,A_00027,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04197063,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124051
A,A_00028,knife_pass,geometric_fc,1,0,1,0,1,0,0.04690482,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124052
A,A_00028,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124052
A,A_00028,knife_pass,semantic_only,1,0,1,0,1,0,0.0,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124052
A,A_00028,knife_pass,posthoc_single,0,0,0,0,1,0,0.04690482,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124052
A,A_00028,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04690482,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124052
A,A_00029,knife_pass,geometric_fc,1,0,1,0,1,0,0.04848478,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124053
A,A_00029,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124053
A,A_00029,knife_pass,semantic_only,1,0,1,0,1,0,0.0,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124053
A,A_00029,knife_pass,posthoc_single,0,0,0,0,1,0,0.04848478,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124053
A,A_00029,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04848478,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124053
A,A_00030,knife_pass,geometric_fc,1,0,1,0,1,0,0.04600057,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124054
A,A_00030,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124054
A,A_00030,knife_pass,semantic_only,1,0,1,0,1,0,0.0,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124054
A,A_00030,knife_pass,posthoc_single,0,0,0,0,1,0,0.04600057,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124054
A,A_00030,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04600057,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124054
A,A_00031,knife_pass,geometric_fc,1,0,1,0,1,0,0.04489337,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124055
A,A_00031,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124055
A,A_00031,knife_pass,semantic_only,1,0,1,0,1,0,0.0,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124055
A,A_00031,knife_pass,posthoc_single,0,0,0,0,1,0,0.04489337,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124055
A,A_00031,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04489337,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124055
A,A_00032,knife_pass,geometric_fc,1,0,1,0,1,0,0.04847377,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124056
A,A_00032,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124056
A,A_00032,knife_pass,semantic_only,1,0,1,0,1,0,0.0,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124056
A,A_00032,knife_pass,posthoc_single,0,0,0,0,1,0,0.04847377,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124056
A,A_00032,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04847377,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124056
A,A_00033,knife_pass,geometric_fc,1,0,1,1,1,1,0.0477882,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124057
A,A_00033,knife_pass,oracle_sfc,1,1,0,0,1,1,0.00800542,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124057
A,A_00033,knife_pass,semantic_only,1,1,0,0,1,1,0.0,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124057
A,A_00033,knife_pass,posthoc_single,0,0,0,1,1,1,0.0477882,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124057
A,A_00033,knife_pass,soft_penalty_fc,1,0,1,1,1,1,0.0477882,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124057
A,A_00034,knife_pass,geometric_fc,1,0,1,0,1,0,0.04571882,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124058
A,A_00034,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124058
A,A_00034,knife_pass,semantic_only,1,0,1,0,1,0,0.0,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124058
A,A_00034,knife_pass,posthoc_single,0,0,0,0,1,0,0.04571882,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124058
A,A_00034,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04571882,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124058
A,A_00035,knife_pass,geometric_fc,1,0,1,0,1,0,0.04801178,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124059
A,A_00035,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124059
A,A_00035,knife_pass,semantic_only,1,0,1,0,1,0,0.0,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124059
A,A_00035,knife_pass,posthoc_single,0,0,0,0,1,0,0.04801178,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124059
A,A_00035,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04801178,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124059
A,A_00036,knife_pass,geometric_fc,1,0,1,0,1,0,0.04316806,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124060
A,A_00036,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124060
A,A_00036,knife_pass,semantic_only,1,0,1,0,1,0,0.0,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124060
A,A_00036,knife_pass,posthoc_single,0,0,0,0,1,0,0.04316806,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124060
A,A_00036,knife_pass,soft_penalty_fc,1,0,1,0,1,0,0.04316806,10,5,-1,sparse,medium,0.0,high,2,,,,,,task_geometry,124060
A,A_00037,knife_pass,geometric_fc,1,0,1,0,1,0,0.04670286,10,5,-1,sparse,medium,0.35,low,2,,,,,,task_geometry,124061
A,A_00037,knife_pass,oracle_sfc,0,0,0,0,1,0,0.0,10,5,-1,sparse,medium,0.35,low,2,,,,,,task_geometry,124061
A,A_00037,knife_pass,semantic_only,1,0,1,0,1,0,0.0,10,5,-1,sparse,medium,0.35,low,2,,,,,,task_geometry,124061
A,A_00037,knife_pass,posthoc_single,0,0,0,0,1,0,0.04670286,10,5,-1,sparse,medium,0.35,low,2,,,,,,task_geometry,124061
