scenario,trial_id,num_contacts,num_allowed_contacts,geometric_fc,semantic_force_closure,semantic_only_accepts,posthoc_best_geometric_accepts,geometric_quality,sfc_quality,geometric_roles,sfc_roles,geometric_optimism_gap,semantic_optimism_gap,posthoc_miss,monotonicity_violation
knife_pass,0,12,6,1,0,1,0,0.03797166,0.0,handle|handle|blade|handle|blade|edge|edge|pommel|pommel|blade|handle|blade,,1,1,0,0
knife_pass,1,12,6,1,0,1,0,0.03949073,0.0,handle|blade|blade|blade|handle|pommel|pommel|blade|edge|handle|handle|edge,,1,1,0,0
knife_pass,2,12,6,1,0,1,0,0.03777634,0.0,handle|pommel|pommel|blade|edge|blade|handle|blade|handle|blade|handle|edge,,1,1,0,0
knife_pass,3,12,6,1,0,1,0,0.03367801,0.0,pommel|handle|handle|handle|blade|pommel|blade|edge|edge|blade|blade|handle,,1,1,0,0
knife_pass,4,12,6,1,0,1,0,0.03688243,0.0,blade|pommel|handle|handle|blade|blade|handle|edge|blade|handle|edge|pommel,,1,1,0,0
knife_pass,5,12,6,1,0,1,0,0.03490898,0.0,blade|blade|handle|edge|edge|blade|handle|blade|handle|handle|pommel|pommel,,1,1,0,0
knife_pass,6,12,6,1,0,1,0,0.03528665,0.0,blade|blade|blade|handle|handle|edge|blade|pommel|handle|handle|edge|pommel,,1,1,0,0
knife_pass,7,12,6,1,0,1,0,0.03763296,0.0,blade|blade|pommel|handle|handle|blade|edge|pommel|handle|edge|handle|blade,,1,1,0,0
knife_pass,8,12,6,1,0,1,0,0.03581414,0.0,handle|blade|edge|handle|handle|blade|blade|handle|pommel|blade|pommel|edge,,1,1,0,0
knife_pass,9,12,6,1,0,1,0,0.03924894,0.0,blade|edge|blade|blade|edge|handle|pommel|blade|handle|pommel|handle|handle,,1,1,0,0
knife_pass,10,12,6,1,0,1,0,0.03914514,0.0,edge|blade|edge|handle|blade|handle|handle|blade|handle|pommel|blade|pommel,,1,1,0,0
knife_pass,11,12,6,1,0,1,0,0.04104713,0.0,pommel|handle|blade|blade|edge|pommel|handle|edge|handle|blade|blade|handle,,1,1,0,0
knife_pass,12,12,6,1,0,1,0,0.03496427,0.0,blade|edge|blade|blade|handle|edge|handle|handle|pommel|blade|handle|pommel,,1,1,0,0
knife_pass,13,12,6,1,0,1,0,0.03960651,0.0,blade|handle|blade|edge|edge|blade|pommel|handle|handle|handle|pommel|blade,,1,1,0,0
knife_pass,14,12,6,1,0,1,0,0.03773714,0.0,handle|pommel|handle|blade|edge|pommel|edge|handle|blade|blade|blade|handle,,1,1,0,0
knife_pass,15,12,6,1,0,1,0,0.03821627,0.0,handle|handle|handle|edge|edge|blade|blade|handle|pommel|blade|pommel|blade,,1,1,0,0
knife_pass,16,12,6,1,0,1,0,0.03871416,0.0,handle|pommel|handle|pommel|blade|blade|blade|handle|handle|edge|edge|blade,,1,1,0,0
knife_pass,17,12,6,1,0,1,0,0.03659464,0.0,handle|edge|blade|pommel|pommel|handle|blade|handle|edge|blade|blade|handle,,1,1,0,0
knife_pass,18,12,6,1,0,1,0,0.03876527,0.0,handle|pommel|edge|blade|handle|blade|edge|handle|blade|pommel|blade|handle,,1,1,0,0
knife_pass,19,12,6,1,0,1,0,0.03910378,0.0,blade|blade|edge|handle|handle|handle|edge|blade|blade|pommel|handle|pommel,,1,1,0,0
knife_pass,20,12,6,1,0,1,0,0.03918926,0.0,pommel|blade|handle|handle|edge|handle|handle|edge|pommel|blade|blade|blade,,1,1,0,0
knife_pass,21,12,6,1,0,1,0,0.03863197,0.0,blade|handle|edge|pommel|blade|pommel|handle|edge|handle|blade|blade|handle,,1,1,0,0
knife_pass,22,12,6,1,0,1,0,0.0369129,0.0,edge|handle|pommel|handle|blade|handle|pommel|blade|blade|edge|blade|handle,,1,1,0,0
knife_pass,23,12,6,1,0,1,0,0.04091713,0.0,handle|handle|pommel|edge|blade|blade|handle|handle|blade|blade|edge|pommel,,1,1,0,0
knife_pass,24,12,6,1,0,1,0,0.03973429,0.0,blade|blade|pommel|edge|blade|blade|handle|pommel|handle|edge|handle|handle,,1,1,0,0
knife_pass,25,12,6,1,0,1,0,0.03806773,0.0,blade|edge|handle|edge|blade|blade|handle|blade|pommel|handle|handle|pommel,,1,1,0,0
knife_pass,26,12,6,1,0,1,0,0.03747109,0.0,pommel|edge|handle|blade|pommel|blade|blade|handle|handle|blade|handle|edge,,1,1,0,0
knife_pass,27,12,6,1,0,1,0,0.03710186,0.0,handle|blade|blade|pommel|blade|handle|handle|handle|pommel|blade|edge|edge,,1,1,0,0
knife_pass,28,12,6,1,0,1,0,0.037749,0.0,handle|edge|edge|blade|pommel|blade|pommel|blade|blade|handle|handle|handle,,1,1,0,0
knife_pass,29,12,6,1,0,1,0,0.03958588,0.0,pommel|blade|edge|blade|blade|handle|handle|pommel|handle|edge|blade|handle,,1,1,0,0
knife_pass,30,12,6,1,0,1,0,0.04007395,0.0,pommel|handle|edge|blade|handle|edge|blade|handle|blade|pommel|blade|handle,,1,1,0,0
knife_pass,31,12,6,1,0,1,0,0.03820919,0.0,pommel|handle|blade|pommel|edge|edge|handle|handle|blade|blade|blade|handle,,1,1,0,0
knife_pass,32,12,6,1,0,1,0,0.0392794,0.0,pommel|blade|pommel|blade|edge|handle|edge|handle|handle|blade|blade|handle,,1,1,0,0
knife_pass,33,12,6,1,0,1,0,0.03624905,0.0,handle|handle|pommel|blade|blade|edge|blade|blade|edge|handle|handle|pommel,,1,1,0,0
knife_pass,34,12,6,1,0,1,0,0.03829394,0.0,handle|pommel|handle|handle|edge|handle|blade|blade|blade|edge|pommel|blade,,1,1,0,0
knife_pass,35,12,6,1,0,1,0,0.04027545,0.0,handle|pommel|blade|edge|edge|blade|blade|pommel|handle|handle|blade|handle,,1,1,0,0
knife_pass,36,12,6,1,0,1,0,0.03998835,0.0,edge|handle|pommel|blade|edge|handle|handle|pommel|handle|blade|blade|blade,,1,1,0,0
knife_pass,37,12,6,1,0,1,0,0.04002495,0.0,pommel|blade|edge|edge|handle|blade|pommel|handle|handle|blade|blade|handle,,1,1,0,0
knife_pass,38,12,6,1,0,1,0,0.03673614,0.0,handle|blade|pommel|edge|blade|pommel|blade|edge|handle|handle|blade|handle,,1,1,0,0
knife_pass,39,12,6,1,0,1,0,0.03779992,0.0,handle|blade|blade|pommel|handle|pommel|edge|handle|edge|handle|blade|blade,,1,1,0,0
knife_pass,40,12,6,1,0,1,0,0.04074541,0.0,edge|handle|handle|pommel|handle|blade|blade|blade|handle|pommel|blade|edge,,1,1,0,0
knife_pass,41,12,6,1,0,1,0,0.04033248,0.0,handle|pommel|blade|edge|edge|blade|blade|blade|handle|handle|pommel|handle,,1,1,0,0
knife_pass,42,12,6,1,0,1,0,0.04070733,0.0,handle|pommel|edge|handle|edge|blade|pommel|blade|handle|handle|blade|blade,,1,1,0,0
knife_pass,43,12,6,1,0,1,0,0.04095638,0.0,pommel|blade|blade|handle|blade|handle|edge|handle|handle|blade|pommel|edge,,1,1,0,0
knife_pass,44,12,6,1,0,1,0,0.03766173,0.0,handle|blade|pommel|edge|handle|pommel|handle|blade|edge|handle|blade|blade,,1,1,0,0
knife_pass,45,12,6,1,0,1,0,0.03716894,0.0,blade|handle|pommel|blade|edge|edge|blade|handle|pommel|handle|handle|blade,,1,1,0,0
knife_pass,46,12,6,1,0,1,0,0.03819848,0.0,edge|pommel|handle|handle|blade|pommel|handle|blade|blade|blade|edge|handle,,1,1,0,0
knife_pass,47,12,6,1,0,1,0,0.03722972,0.0,blade|handle|pommel|handle|blade|blade|blade|pommel|handle|handle|edge|edge,,1,1,0,0
knife_pass,48,12,6,1,0,1,0,0.04101642,0.0,blade|edge|pommel|edge|blade|pommel|blade|handle|handle|blade|handle|handle,,1,1,0,0
knife_pass,49,12,6,1,0,1,0,0.03914459,0.0,pommel|blade|blade|pommel|handle|handle|edge|blade|edge|blade|handle|handle,,1,1,0,0
knife_pass,50,12,6,1,0,1,0,0.03661713,0.0,handle|blade|blade|pommel|blade|handle|edge|edge|pommel|handle|blade|handle,,1,1,0,0
knife_pass,51,12,6,1,0,1,0,0.0411792,0.0,blade|handle|blade|blade|pommel|pommel|edge|handle|handle|blade|edge|handle,,1,1,0,0
knife_pass,52,12,6,1,0,1,0,0.03927103,0.0,handle|handle|blade|blade|edge|handle|blade|pommel|pommel|blade|edge|handle,,1,1,0,0
knife_pass,53,12,6,1,0,1,0,0.03659574,0.0,edge|blade|blade|blade|handle|pommel|pommel|blade|handle|edge|handle|handle,,1,1,0,0
knife_pass,54,12,6,1,0,1,0,0.0387686,0.0,blade|blade|edge|blade|handle|pommel|edge|handle|pommel|handle|handle|blade,,1,1,0,0
knife_pass,55,12,6,1,0,1,0,0.03928496,0.0,blade|blade|edge|blade|handle|pommel|pommel|handle|handle|handle|edge|blade,,1,1,0,0
knife_pass,56,12,6,1,0,1,0,0.03919519,0.0,blade|edge|handle|pommel|handle|pommel|handle|handle|blade|blade|blade|edge,,1,1,0,0
knife_pass,57,12,6,1,0,1,0,0.0361411,0.0,edge|handle|blade|pommel|blade|edge|handle|handle|pommel|blade|blade|handle,,1,1,0,0
knife_pass,58,12,6,1,0,1,0,0.03764077,0.0,edge|handle|handle|pommel|handle|pommel|edge|blade|handle|blade|blade|blade,,1,1,0,0
knife_pass,59,12,6,1,0,1,0,0.03773145,0.0,pommel|blade|handle|blade|handle|pommel|blade|handle|blade|handle|edge|edge,,1,1,0,0
knife_pass,60,12,6,1,0,1,0,0.04026548,0.0,blade|edge|pommel|handle|pommel|edge|handle|handle|blade|blade|blade|handle,,1,1,0,0
knife_pass,61,12,6,1,0,1,0,0.03703883,0.0,pommel|handle|handle|blade|blade|blade|pommel|edge|edge|handle|handle|blade,,1,1,0,0
knife_pass,62,12,6,1,0,1,0,0.0366678,0.0,edge|pommel|blade|handle|handle|handle|blade|blade|handle|edge|blade|pommel,,1,1,0,0
knife_pass,63,12,6,1,0,1,0,0.03887626,0.0,blade|handle|edge|blade|blade|blade|handle|edge|handle|handle|pommel|pommel,,1,1,0,0
knife_pass,64,12,6,1,0,1,0,0.0412791,0.0,handle|blade|handle|blade|edge|handle|pommel|blade|blade|edge|pommel|handle,,1,1,0,0
knife_pass,65,12,6,1,0,1,0,0.03720511,0.0,blade|handle|pommel|edge|blade|handle|handle|handle|pommel|edge|blade|blade,,1,1,0,0
knife_pass,66,12,6,1,0,1,0,0.0360684,0.0,edge|blade|pommel|handle|handle|handle|handle|blade|edge|blade|pommel|blade,,1,1,0,0
knife_pass,67,12,6,1,0,1,0,0.03625314,0.0,blade|edge|edge|blade|pommel|blade|blade|pommel|handle|handle|handle|handle,,1,1,0,0
knife_pass,68,12,6,1,0,1,0,0.03835748,0.0,handle|blade|edge|edge|blade|handle|pommel|pommel|handle|handle|blade|blade,,1,1,0,0
knife_pass,69,12,6,1,0,1,0,0.03729231,0.0,blade|handle|edge|handle|blade|handle|edge|handle|blade|pommel|pommel|blade,,1,1,0,0
knife_pass,70,12,6,1,0,1,0,0.03642452,0.0,blade|blade|pommel|edge|handle|blade|edge|handle|handle|handle|blade|pommel,,1,1,0,0
knife_pass,71,12,6,1,0,1,0,0.0386121,0.0,blade|blade|handle|pommel|handle|edge|handle|blade|edge|pommel|handle|blade,,1,1,0,0
knife_pass,72,12,6,1,0,1,0,0.03745126,0.0,blade|blade|pommel|edge|edge|blade|pommel|handle|handle|handle|blade|handle,,1,1,0,0
knife_pass,73,12,6,1,0,1,0,0.04021581,0.0,pommel|edge|blade|blade|blade|handle|handle|pommel|edge|handle|handle|blade,,1,1,0,0
knife_pass,74,12,6,1,0,1,0,0.03888616,0.0,pommel|handle|handle|pommel|edge|blade|handle|blade|handle|edge|blade|blade,,1,1,0,0
knife_pass,75,12,6,1,0,1,0,0.03937565,0.0,pommel|blade|blade|blade|edge|pommel|handle|handle|blade|handle|edge|handle,,1,1,0,0
knife_pass,76,12,6,1,0,1,0,0.03655782,0.0,edge|handle|handle|edge|blade|pommel|blade|handle|handle|blade|blade|pommel,,1,1,0,0
knife_pass,77,12,6,1,0,1,0,0.04046415,0.0,pommel|pommel|handle|edge|blade|handle|blade|handle|edge|blade|handle|blade,,1,1,0,0
